PopName,Area,Sex,Age,AgeInterval,Type,Day,Month,Year,RefCode,Access,Population,NoteCode1,NoteCode2,NoteCode3,LDB
SWE,1,f,45,1,O,31,12,1885,60,O,26339,.,.,.,1
SWE,1,f,46,1,O,31,12,1885,60,O,24454,.,.,.,1
SWE,1,f,47,1,O,31,12,1885,60,O,23405,.,.,.,1
SWE,1,f,48,1,O,31,12,1885,60,O,23906,.,.,.,1
SWE,1,f,49,1,O,31,12,1885,60,O,24812,.,.,.,1
SWE,1,f,50,1,O,31,12,1885,60,O,25487,.,.,.,1
SWE,1,f,51,1,O,31,12,1885,60,O,25643,.,.,.,1
SWE,1,f,52,1,O,31,12,1885,60,O,25285,.,.,.,1
SWE,1,f,53,1,O,31,12,1885,60,O,22506,.,.,.,1
SWE,1,f,54,1,O,31,12,1885,60,O,20739,.,.,.,1
SWE,1,f,55,1,O,31,12,1885,60,O,22293,.,.,.,1
SWE,1,f,56,1,O,31,12,1885,60,O,22797,.,.,.,1
SWE,1,f,57,1,O,31,12,1885,60,O,21631,.,.,.,1
SWE,1,f,58,1,O,31,12,1885,60,O,19604,.,.,.,1
SWE,1,f,59,1,O,31,12,1885,60,O,21914,.,.,.,1
SWE,1,f,60,1,O,31,12,1885,60,O,22174,.,.,.,1
SWE,1,f,61,1,O,31,12,1885,60,O,20400,.,.,.,1
SWE,1,f,62,1,O,31,12,1885,60,O,20782,.,.,.,1
SWE,1,f,63,1,O,31,12,1885,60,O,19692,.,.,.,1
SWE,1,f,64,1,O,31,12,1885,60,O,18063,.,.,.,1
SWE,1,f,65,1,O,31,12,1885,60,O,16246,.,.,.,1
SWE,1,f,66,1,O,31,12,1885,60,O,15019,.,.,.,1
SWE,1,f,67,1,O,31,12,1885,60,O,14794,.,.,.,1
SWE,1,f,68,1,O,31,12,1885,60,O,13559,.,.,.,1
SWE,1,f,69,1,O,31,12,1885,60,O,13790,.,.,.,1
SWE,1,f,70,1,O,31,12,1885,60,O,12771,.,.,.,1
SWE,1,f,71,1,O,31,12,1885,60,O,10727,.,.,.,1
SWE,1,f,72,1,O,31,12,1885,60,O,8753,.,.,.,1
SWE,1,f,73,1,O,31,12,1885,60,O,9645,.,.,.,1
SWE,1,f,74,1,O,31,12,1885,60,O,9260,.,.,.,1
SWE,1,f,75,1,O,31,12,1885,60,O,7871,.,.,.,1
SWE,1,f,76,1,O,31,12,1885,60,O,5579,.,.,.,1
SWE,1,f,77,1,O,31,12,1885,60,O,5421,.,.,.,1
SWE,1,f,78,1,O,31,12,1885,60,O,5314,.,.,.,1
SWE,1,f,79,1,O,31,12,1885,60,O,4426,.,.,.,1
SWE,1,f,80,1,O,31,12,1885,60,O,4146,.,.,.,1
SWE,1,f,81,1,O,31,12,1885,60,O,3657,.,.,.,1
SWE,1,f,82,1,O,31,12,1885,60,O,3011,.,.,.,1
SWE,1,f,83,1,O,31,12,1885,60,O,2849,.,.,.,1
SWE,1,f,84,1,O,31,12,1885,60,O,1927,.,.,.,1
SWE,1,f,85,1,O,31,12,1885,60,O,1349,.,.,.,1
SWE,1,f,86,1,O,31,12,1885,60,O,1386,.,.,.,1
SWE,1,f,87,1,O,31,12,1885,60,O,1105,.,.,.,1
SWE,1,f,88,1,O,31,12,1885,60,O,761,.,.,.,1
SWE,1,f,89,1,O,31,12,1885,60,O,645,.,.,.,1
SWE,1,f,90,+,O,31,12,1885,60,O,1322,.,.,.,1
SWE,1,m,0,1,O,31,12,1885,60,O,63933,.,.,.,1
SWE,1,m,1,1,O,31,12,1885,60,O,61063,.,.,.,1
SWE,1,m,2,1,O,31,12,1885,60,O,56535,.,.,.,1
SWE,1,m,3,1,O,31,12,1885,60,O,55195,.,.,.,1
SWE,1,m,4,1,O,31,12,1885,60,O,53639,.,.,.,1
SWE,1,m,5,1,O,31,12,1885,60,O,51697,.,.,.,1
SWE,1,m,6,1,O,31,12,1885,60,O,53026,.,.,.,1
SWE,1,m,7,1,O,31,12,1885,60,O,49964,.,.,.,1
SWE,1,m,8,1,O,31,12,1885,60,O,51230,.,.,.,1
SWE,1,m,9,1,O,31,12,1885,60,O,48879,.,.,.,1
SWE,1,m,10,1,O,31,12,1885,60,O,48314,.,.,.,1
SWE,1,m,11,1,O,31,12,1885,60,O,46353,.,.,.,1
SWE,1,m,12,1,O,31,12,1885,60,O,46579,.,.,.,1
SWE,1,m,13,1,O,31,12,1885,60,O,45451,.,.,.,1
SWE,1,m,14,1,O,31,12,1885,60,O,46695,.,.,.,1
SWE,1,m,15,1,O,31,12,1885,60,O,43639,.,.,.,1
SWE,1,m,16,1,O,31,12,1885,60,O,41981,.,.,.,1
SWE,1,m,17,1,O,31,12,1885,60,O,37637,.,.,.,1
SWE,1,m,18,1,O,31,12,1885,60,O,42254,.,.,.,1
SWE,1,m,19,1,O,31,12,1885,60,O,45300,.,.,.,1
SWE,1,m,20,1,O,31,12,1885,60,O,43285,.,.,.,1
SWE,1,m,21,1,O,31,12,1885,60,O,42526,.,.,.,1
SWE,1,m,22,1,O,31,12,1885,60,O,41558,.,.,.,1
SWE,1,m,23,1,O,31,12,1885,60,O,38672,.,.,.,1
SWE,1,m,24,1,O,31,12,1885,60,O,35305,.,.,.,1
SWE,1,m,25,1,O,31,12,1885,60,O,36920,.,.,.,1
SWE,1,m,26,1,O,31,12,1885,60,O,36294,.,.,.,1
SWE,1,m,27,1,O,31,12,1885,60,O,34903,.,.,.,1
SWE,1,m,28,1,O,31,12,1885,60,O,31024,.,.,.,1
SWE,1,m,29,1,O,31,12,1885,60,O,29443,.,.,.,1
SWE,1,m,30,1,O,31,12,1885,60,O,29545,.,.,.,1
SWE,1,m,31,1,O,31,12,1885,60,O,30998,.,.,.,1
SWE,1,m,32,1,O,31,12,1885,60,O,27691,.,.,.,1
SWE,1,m,33,1,O,31,12,1885,60,O,25896,.,.,.,1
SWE,1,m,34,1,O,31,12,1885,60,O,27176,.,.,.,1
SWE,1,m,35,1,O,31,12,1885,60,O,26995,.,.,.,1
SWE,1,m,36,1,O,31,12,1885,60,O,27675,.,.,.,1
SWE,1,m,37,1,O,31,12,1885,60,O,25173,.,.,.,1
SWE,1,m,38,1,O,31,12,1885,60,O,23923,.,.,.,1
SWE,1,m,39,1,O,31,12,1885,60,O,23423,.,.,.,1
SWE,1,m,40,1,O,31,12,1885,60,O,24396,.,.,.,1
SWE,1,m,41,1,O,31,12,1885,60,O,25621,.,.,.,1
SWE,1,m,42,1,O,31,12,1885,60,O,23835,.,.,.,1
SWE,1,m,43,1,O,31,12,1885,60,O,23889,.,.,.,1
SWE,1,m,44,1,O,31,12,1885,60,O,22607,.,.,.,1
SWE,1,m,45,1,O,31,12,1885,60,O,23478,.,.,.,1
SWE,1,m,46,1,O,31,12,1885,60,O,21349,.,.,.,1
SWE,1,m,47,1,O,31,12,1885,60,O,20401,.,.,.,1
SWE,1,m,48,1,O,31,12,1885,60,O,21237,.,.,.,1
SWE,1,m,49,1,O,31,12,1885,60,O,21720,.,.,.,1
SWE,1,m,50,1,O,31,12,1885,60,O,22390,.,.,.,1
SWE,1,m,51,1,O,31,12,1885,60,O,22637,.,.,.,1
SWE,1,m,52,1,O,31,12,1885,60,O,22290,.,.,.,1
SWE,1,m,53,1,O,31,12,1885,60,O,19945,.,.,.,1
SWE,1,m,54,1,O,31,12,1885,60,O,18289,.,.,.,1
SWE,1,m,55,1,O,31,12,1885,60,O,19360,.,.,.,1
SWE,1,m,56,1,O,31,12,1885,60,O,19944,.,.,.,1
SWE,1,m,57,1,O,31,12,1885,60,O,18433,.,.,.,1
SWE,1,m,58,1,O,31,12,1885,60,O,17025,.,.,.,1
SWE,1,m,59,1,O,31,12,1885,60,O,18592,.,.,.,1
SWE,1,m,60,1,O,31,12,1885,60,O,19000,.,.,.,1
SWE,1,m,61,1,O,31,12,1885,60,O,17185,.,.,.,1
SWE,1,m,62,1,O,31,12,1885,60,O,17981,.,.,.,1
SWE,1,m,63,1,O,31,12,1885,60,O,16388,.,.,.,1
SWE,1,m,64,1,O,31,12,1885,60,O,15606,.,.,.,1
SWE,1,m,65,1,O,31,12,1885,60,O,13686,.,.,.,1
SWE,1,m,66,1,O,31,12,1885,60,O,12618,.,.,.,1
SWE,1,m,67,1,O,31,12,1885,60,O,12107,.,.,.,1
SWE,1,m,68,1,O,31,12,1885,60,O,11025,.,.,.,1
SWE,1,m,69,1,O,31,12,1885,60,O,10997,.,.,.,1
SWE,1,m,70,1,O,31,12,1885,60,O,10049,.,.,.,1
SWE,1,m,71,1,O,31,12,1885,60,O,8458,.,.,.,1
SWE,1,m,72,1,O,31,12,1885,60,O,6648,.,.,.,1
SWE,1,m,73,1,O,31,12,1885,60,O,7178,.,.,.,1
SWE,1,m,74,1,O,31,12,1885,60,O,6728,.,.,.,1
SWE,1,m,75,1,O,31,12,1885,60,O,5770,.,.,.,1
SWE,1,m,76,1,O,31,12,1885,60,O,3815,.,.,.,1
SWE,1,m,77,1,O,31,12,1885,60,O,3828,.,.,.,1
SWE,1,m,78,1,O,31,12,1885,60,O,3650,.,.,.,1
SWE,1,m,79,1,O,31,12,1885,60,O,3025,.,.,.,1
SWE,1,m,80,1,O,31,12,1885,60,O,2760,.,.,.,1
SWE,1,m,81,1,O,31,12,1885,60,O,2364,.,.,.,1
SWE,1,m,82,1,O,31,12,1885,60,O,1892,.,.,.,1
SWE,1,m,83,1,O,31,12,1885,60,O,1751,.,.,.,1
SWE,1,m,84,1,O,31,12,1885,60,O,983,.,.,.,1
SWE,1,m,85,1,O,31,12,1885,60,O,681,.,.,.,1
SWE,1,m,86,1,O,31,12,1885,60,O,720,.,.,.,1
SWE,1,m,87,1,O,31,12,1885,60,O,528,.,.,.,1
SWE,1,m,88,1,O,31,12,1885,60,O,438,.,.,.,1
SWE,1,m,89,1,O,31,12,1885,60,O,285,.,.,.,1
SWE,1,m,90,+,O,31,12,1885,60,O,490,.,.,.,1
SWE,1,f,0,1,O,31,12,1886,60,O,63058,.,.,.,1
SWE,1,f,1,1,O,31,12,1886,60,O,58650,.,.,.,1
SWE,1,f,2,1,O,31,12,1886,60,O,57665,.,.,.,1
SWE,1,f,3,1,O,31,12,1886,60,O,53632,.,.,.,1
SWE,1,f,4,1,O,31,12,1886,60,O,52865,.,.,.,1
SWE,1,f,5,1,O,31,12,1886,60,O,51152,.,.,.,1
SWE,1,f,6,1,O,31,12,1886,60,O,50391,.,.,.,1
SWE,1,f,7,1,O,31,12,1886,60,O,51537,.,.,.,1
SWE,1,f,8,1,O,31,12,1886,60,O,48537,.,.,.,1
SWE,1,f,9,1,O,31,12,1886,60,O,49899,.,.,.,1
SWE,1,f,10,1,O,31,12,1886,60,O,47490,.,.,.,1
SWE,1,f,11,1,O,31,12,1886,60,O,47088,.,.,.,1
SWE,1,f,12,1,O,31,12,1886,60,O,45303,.,.,.,1
SWE,1,f,13,1,O,31,12,1886,60,O,45387,.,.,.,1
SWE,1,f,14,1,O,31,12,1886,60,O,43933,.,.,.,1
SWE,1,f,15,1,O,31,12,1886,60,O,45214,.,.,.,1
SWE,1,f,16,1,O,31,12,1886,60,O,41778,.,.,.,1
SWE,1,f,17,1,O,31,12,1886,60,O,40522,.,.,.,1
SWE,1,f,18,1,O,31,12,1886,60,O,36309,.,.,.,1
SWE,1,f,19,1,O,31,12,1886,60,O,40351,.,.,.,1
SWE,1,f,20,1,O,31,12,1886,60,O,43486,.,.,.,1
SWE,1,f,21,1,O,31,12,1886,60,O,42217,.,.,.,1
SWE,1,f,22,1,O,31,12,1886,60,O,41936,.,.,.,1
SWE,1,f,23,1,O,31,12,1886,60,O,40841,.,.,.,1
SWE,1,f,24,1,O,31,12,1886,60,O,38870,.,.,.,1
SWE,1,f,25,1,O,31,12,1886,60,O,36284,.,.,.,1
SWE,1,f,26,1,O,31,12,1886,60,O,38280,.,.,.,1
SWE,1,f,27,1,O,31,12,1886,60,O,37768,.,.,.,1
SWE,1,f,28,1,O,31,12,1886,60,O,36811,.,.,.,1
SWE,1,f,29,1,O,31,12,1886,60,O,33280,.,.,.,1
SWE,1,f,30,1,O,31,12,1886,60,O,31808,.,.,.,1
SWE,1,f,31,1,O,31,12,1886,60,O,31410,.,.,.,1
SWE,1,f,32,1,O,31,12,1886,60,O,33382,.,.,.,1
SWE,1,f,33,1,O,31,12,1886,60,O,30118,.,.,.,1
SWE,1,f,34,1,O,31,12,1886,60,O,28012,.,.,.,1
SWE,1,f,35,1,O,31,12,1886,60,O,29327,.,.,.,1
SWE,1,f,36,1,O,31,12,1886,60,O,29551,.,.,.,1
SWE,1,f,37,1,O,31,12,1886,60,O,30376,.,.,.,1
SWE,1,f,38,1,O,31,12,1886,60,O,27902,.,.,.,1
SWE,1,f,39,1,O,31,12,1886,60,O,26321,.,.,.,1
SWE,1,f,40,1,O,31,12,1886,60,O,25561,.,.,.,1
SWE,1,f,41,1,O,31,12,1886,60,O,27085,.,.,.,1
SWE,1,f,42,1,O,31,12,1886,60,O,28215,.,.,.,1
SWE,1,f,43,1,O,31,12,1886,60,O,26525,.,.,.,1
SWE,1,f,44,1,O,31,12,1886,60,O,27039,.,.,.,1
SWE,1,f,45,1,O,31,12,1886,60,O,25287,.,.,.,1
SWE,1,f,46,1,O,31,12,1886,60,O,26076,.,.,.,1
SWE,1,f,47,1,O,31,12,1886,60,O,24219,.,.,.,1
SWE,1,f,48,1,O,31,12,1886,60,O,23165,.,.,.,1
SWE,1,f,49,1,O,31,12,1886,60,O,23648,.,.,.,1
SWE,1,f,50,1,O,31,12,1886,60,O,24560,.,.,.,1
SWE,1,f,51,1,O,31,12,1886,60,O,25218,.,.,.,1
SWE,1,f,52,1,O,31,12,1886,60,O,25343,.,.,.,1
SWE,1,f,53,1,O,31,12,1886,60,O,24975,.,.,.,1
SWE,1,f,54,1,O,31,12,1886,60,O,22217,.,.,.,1
SWE,1,f,55,1,O,31,12,1886,60,O,20468,.,.,.,1
SWE,1,f,56,1,O,31,12,1886,60,O,21981,.,.,.,1
SWE,1,f,57,1,O,31,12,1886,60,O,22428,.,.,.,1
SWE,1,f,58,1,O,31,12,1886,60,O,21272,.,.,.,1
SWE,1,f,59,1,O,31,12,1886,60,O,19246,.,.,.,1
SWE,1,f,60,1,O,31,12,1886,60,O,21493,.,.,.,1
SWE,1,f,61,1,O,31,12,1886,60,O,21715,.,.,.,1
SWE,1,f,62,1,O,31,12,1886,60,O,19940,.,.,.,1
SWE,1,f,63,1,O,31,12,1886,60,O,20312,.,.,.,1
SWE,1,f,64,1,O,31,12,1886,60,O,19188,.,.,.,1
SWE,1,f,65,1,O,31,12,1886,60,O,17555,.,.,.,1
SWE,1,f,66,1,O,31,12,1886,60,O,15745,.,.,.,1
SWE,1,f,67,1,O,31,12,1886,60,O,14479,.,.,.,1
SWE,1,f,68,1,O,31,12,1886,60,O,14266,.,.,.,1
SWE,1,f,69,1,O,31,12,1886,60,O,13017,.,.,.,1
SWE,1,f,70,1,O,31,12,1886,60,O,13181,.,.,.,1
SWE,1,f,71,1,O,31,12,1886,60,O,12172,.,.,.,1
SWE,1,f,72,1,O,31,12,1886,60,O,10163,.,.,.,1
SWE,1,f,73,1,O,31,12,1886,60,O,8191,.,.,.,1
SWE,1,f,74,1,O,31,12,1886,60,O,9059,.,.,.,1
SWE,1,f,75,1,O,31,12,1886,60,O,8647,.,.,.,1
SWE,1,f,76,1,O,31,12,1886,60,O,7300,.,.,.,1
SWE,1,f,77,1,O,31,12,1886,60,O,5068,.,.,.,1
SWE,1,f,78,1,O,31,12,1886,60,O,4891,.,.,.,1
SWE,1,f,79,1,O,31,12,1886,60,O,4778,.,.,.,1
SWE,1,f,80,1,O,31,12,1886,60,O,3934,.,.,.,1
SWE,1,f,81,1,O,31,12,1886,60,O,3671,.,.,.,1
SWE,1,f,82,1,O,31,12,1886,60,O,3183,.,.,.,1
SWE,1,f,83,1,O,31,12,1886,60,O,2564,.,.,.,1
SWE,1,f,84,1,O,31,12,1886,60,O,2461,.,.,.,1
SWE,1,f,85,1,O,31,12,1886,60,O,1603,.,.,.,1
SWE,1,f,86,1,O,31,12,1886,60,O,1073,.,.,.,1
SWE,1,f,87,1,O,31,12,1886,60,O,1128,.,.,.,1
SWE,1,f,88,1,O,31,12,1886,60,O,866,.,.,.,1
SWE,1,f,89,1,O,31,12,1886,60,O,557,.,.,.,1
SWE,1,f,90,+,O,31,12,1886,60,O,1380,.,.,.,1
SWE,1,m,0,1,O,31,12,1886,60,O,65071,.,.,.,1
SWE,1,m,1,1,O,31,12,1886,60,O,60387,.,.,.,1
SWE,1,m,2,1,O,31,12,1886,60,O,59367,.,.,.,1
SWE,1,m,3,1,O,31,12,1886,60,O,55275,.,.,.,1
SWE,1,m,4,1,O,31,12,1886,60,O,54232,.,.,.,1
SWE,1,m,5,1,O,31,12,1886,60,O,52851,.,.,.,1
SWE,1,m,6,1,O,31,12,1886,60,O,51051,.,.,.,1
SWE,1,m,7,1,O,31,12,1886,60,O,52486,.,.,.,1
SWE,1,m,8,1,O,31,12,1886,60,O,49505,.,.,.,1
SWE,1,m,9,1,O,31,12,1886,60,O,50814,.,.,.,1
SWE,1,m,10,1,O,31,12,1886,60,O,48506,.,.,.,1
SWE,1,m,11,1,O,31,12,1886,60,O,47995,.,.,.,1
SWE,1,m,12,1,O,31,12,1886,60,O,46064,.,.,.,1
SWE,1,m,13,1,O,31,12,1886,60,O,46317,.,.,.,1
SWE,1,m,14,1,O,31,12,1886,60,O,45182,.,.,.,1
SWE,1,m,15,1,O,31,12,1886,60,O,46373,.,.,.,1
SWE,1,m,16,1,O,31,12,1886,60,O,43227,.,.,.,1
SWE,1,m,17,1,O,31,12,1886,60,O,41372,.,.,.,1
SWE,1,m,18,1,O,31,12,1886,60,O,36804,.,.,.,1
SWE,1,m,19,1,O,31,12,1886,60,O,41044,.,.,.,1
SWE,1,m,20,1,O,31,12,1886,60,O,43253,.,.,.,1
SWE,1,m,21,1,O,31,12,1886,60,O,41573,.,.,.,1
SWE,1,m,22,1,O,31,12,1886,60,O,41553,.,.,.,1
SWE,1,m,23,1,O,31,12,1886,60,O,40396,.,.,.,1
SWE,1,m,24,1,O,31,12,1886,60,O,37585,.,.,.,1
SWE,1,m,25,1,O,31,12,1886,60,O,34396,.,.,.,1
SWE,1,m,26,1,O,31,12,1886,60,O,36050,.,.,.,1
SWE,1,m,27,1,O,31,12,1886,60,O,35454,.,.,.,1
SWE,1,m,28,1,O,31,12,1886,60,O,34156,.,.,.,1
SWE,1,m,29,1,O,31,12,1886,60,O,30415,.,.,.,1
SWE,1,m,30,1,O,31,12,1886,60,O,28968,.,.,.,1
SWE,1,m,31,1,O,31,12,1886,60,O,29104,.,.,.,1
SWE,1,m,32,1,O,31,12,1886,60,O,30572,.,.,.,1
SWE,1,m,33,1,O,31,12,1886,60,O,27305,.,.,.,1
SWE,1,m,34,1,O,31,12,1886,60,O,25549,.,.,.,1
SWE,1,m,35,1,O,31,12,1886,60,O,26851,.,.,.,1
SWE,1,m,36,1,O,31,12,1886,60,O,26658,.,.,.,1
SWE,1,m,37,1,O,31,12,1886,60,O,27349,.,.,.,1
SWE,1,m,38,1,O,31,12,1886,60,O,24883,.,.,.,1
SWE,1,m,39,1,O,31,12,1886,60,O,23625,.,.,.,1
SWE,1,m,40,1,O,31,12,1886,60,O,23133,.,.,.,1
SWE,1,m,41,1,O,31,12,1886,60,O,24103,.,.,.,1
SWE,1,m,42,1,O,31,12,1886,60,O,25312,.,.,.,1
SWE,1,m,43,1,O,31,12,1886,60,O,23542,.,.,.,1
SWE,1,m,44,1,O,31,12,1886,60,O,23593,.,.,.,1
SWE,1,m,45,1,O,31,12,1886,60,O,22317,.,.,.,1
SWE,1,m,46,1,O,31,12,1886,60,O,23169,.,.,.,1
SWE,1,m,47,1,O,31,12,1886,60,O,21039,.,.,.,1
SWE,1,m,48,1,O,31,12,1886,60,O,20126,.,.,.,1
SWE,1,m,49,1,O,31,12,1886,60,O,20951,.,.,.,1
SWE,1,m,50,1,O,31,12,1886,60,O,21422,.,.,.,1
SWE,1,m,51,1,O,31,12,1886,60,O,22063,.,.,.,1
SWE,1,m,52,1,O,31,12,1886,60,O,22287,.,.,.,1
SWE,1,m,53,1,O,31,12,1886,60,O,21945,.,.,.,1
SWE,1,m,54,1,O,31,12,1886,60,O,19598,.,.,.,1
SWE,1,m,55,1,O,31,12,1886,60,O,17935,.,.,.,1
SWE,1,m,56,1,O,31,12,1886,60,O,19009,.,.,.,1
SWE,1,m,57,1,O,31,12,1886,60,O,19600,.,.,.,1
SWE,1,m,58,1,O,31,12,1886,60,O,18083,.,.,.,1
SWE,1,m,59,1,O,31,12,1886,60,O,16627,.,.,.,1
SWE,1,m,60,1,O,31,12,1886,60,O,18131,.,.,.,1
SWE,1,m,61,1,O,31,12,1886,60,O,18520,.,.,.,1
SWE,1,m,62,1,O,31,12,1886,60,O,16695,.,.,.,1
SWE,1,m,63,1,O,31,12,1886,60,O,17488,.,.,.,1
SWE,1,m,64,1,O,31,12,1886,60,O,15890,.,.,.,1
SWE,1,m,65,1,O,31,12,1886,60,O,15109,.,.,.,1
SWE,1,m,66,1,O,31,12,1886,60,O,13210,.,.,.,1
SWE,1,m,67,1,O,31,12,1886,60,O,12121,.,.,.,1
SWE,1,m,68,1,O,31,12,1886,60,O,11591,.,.,.,1
SWE,1,m,69,1,O,31,12,1886,60,O,10523,.,.,.,1
SWE,1,m,70,1,O,31,12,1886,60,O,10469,.,.,.,1
SWE,1,m,71,1,O,31,12,1886,60,O,9518,.,.,.,1
SWE,1,m,72,1,O,31,12,1886,60,O,7969,.,.,.,1
SWE,1,m,73,1,O,31,12,1886,60,O,6165,.,.,.,1
SWE,1,m,74,1,O,31,12,1886,60,O,6676,.,.,.,1
SWE,1,m,75,1,O,31,12,1886,60,O,6230,.,.,.,1
SWE,1,m,76,1,O,31,12,1886,60,O,5303,.,.,.,1
SWE,1,m,77,1,O,31,12,1886,60,O,3413,.,.,.,1
SWE,1,m,78,1,O,31,12,1886,60,O,3446,.,.,.,1
SWE,1,m,79,1,O,31,12,1886,60,O,3249,.,.,.,1
SWE,1,m,80,1,O,31,12,1886,60,O,2624,.,.,.,1
SWE,1,m,81,1,O,31,12,1886,60,O,2380,.,.,.,1
SWE,1,m,82,1,O,31,12,1886,60,O,2025,.,.,.,1
SWE,1,m,83,1,O,31,12,1886,60,O,1575,.,.,.,1
SWE,1,m,84,1,O,31,12,1886,60,O,1476,.,.,.,1
SWE,1,m,85,1,O,31,12,1886,60,O,762,.,.,.,1
SWE,1,m,86,1,O,31,12,1886,60,O,501,.,.,.,1
SWE,1,m,87,1,O,31,12,1886,60,O,580,.,.,.,1
SWE,1,m,88,1,O,31,12,1886,60,O,399,.,.,.,1
SWE,1,m,89,1,O,31,12,1886,60,O,325,.,.,.,1
SWE,1,m,90,+,O,31,12,1886,60,O,505,.,.,.,1
SWE,1,f,0,1,O,31,12,1887,60,O,63400,.,.,.,1
SWE,1,f,1,1,O,31,12,1887,60,O,60156,.,.,.,1
SWE,1,f,2,1,O,31,12,1887,60,O,57021,.,.,.,1
SWE,1,f,3,1,O,31,12,1887,60,O,56411,.,.,.,1
SWE,1,f,4,1,O,31,12,1887,60,O,52650,.,.,.,1
SWE,1,f,5,1,O,31,12,1887,60,O,52076,.,.,.,1
SWE,1,f,6,1,O,31,12,1887,60,O,50490,.,.,.,1
SWE,1,f,7,1,O,31,12,1887,60,O,49819,.,.,.,1
SWE,1,f,8,1,O,31,12,1887,60,O,51042,.,.,.,1
SWE,1,f,9,1,O,31,12,1887,60,O,48080,.,.,.,1
SWE,1,f,10,1,O,31,12,1887,60,O,49474,.,.,.,1
SWE,1,f,11,1,O,31,12,1887,60,O,47116,.,.,.,1
SWE,1,f,12,1,O,31,12,1887,60,O,46752,.,.,.,1
SWE,1,f,13,1,O,31,12,1887,60,O,44967,.,.,.,1
SWE,1,f,14,1,O,31,12,1887,60,O,45038,.,.,.,1
SWE,1,f,15,1,O,31,12,1887,60,O,43463,.,.,.,1
SWE,1,f,16,1,O,31,12,1887,60,O,44521,.,.,.,1
SWE,1,f,17,1,O,31,12,1887,60,O,40857,.,.,.,1
SWE,1,f,18,1,O,31,12,1887,60,O,39451,.,.,.,1
SWE,1,f,19,1,O,31,12,1887,60,O,35152,.,.,.,1
SWE,1,f,20,1,O,31,12,1887,60,O,39069,.,.,.,1
SWE,1,f,21,1,O,31,12,1887,60,O,42114,.,.,.,1
SWE,1,f,22,1,O,31,12,1887,60,O,40866,.,.,.,1
SWE,1,f,23,1,O,31,12,1887,60,O,40676,.,.,.,1
SWE,1,f,24,1,O,31,12,1887,60,O,39690,.,.,.,1
SWE,1,f,25,1,O,31,12,1887,60,O,37798,.,.,.,1
SWE,1,f,26,1,O,31,12,1887,60,O,35317,.,.,.,1
SWE,1,f,27,1,O,31,12,1887,60,O,37426,.,.,.,1
SWE,1,f,28,1,O,31,12,1887,60,O,36987,.,.,.,1
SWE,1,f,29,1,O,31,12,1887,60,O,36086,.,.,.,1
SWE,1,f,30,1,O,31,12,1887,60,O,32632,.,.,.,1
SWE,1,f,31,1,O,31,12,1887,60,O,31257,.,.,.,1
SWE,1,f,32,1,O,31,12,1887,60,O,30923,.,.,.,1
SWE,1,f,33,1,O,31,12,1887,60,O,32935,.,.,.,1
SWE,1,f,34,1,O,31,12,1887,60,O,29711,.,.,.,1
SWE,1,f,35,1,O,31,12,1887,60,O,27636,.,.,.,1
SWE,1,f,36,1,O,31,12,1887,60,O,28969,.,.,.,1
SWE,1,f,37,1,O,31,12,1887,60,O,29197,.,.,.,1
SWE,1,f,38,1,O,31,12,1887,60,O,30032,.,.,.,1
SWE,1,f,39,1,O,31,12,1887,60,O,27565,.,.,.,1
SWE,1,f,40,1,O,31,12,1887,60,O,26004,.,.,.,1
SWE,1,f,41,1,O,31,12,1887,60,O,25261,.,.,.,1
SWE,1,f,42,1,O,31,12,1887,60,O,26785,.,.,.,1
SWE,1,f,43,1,O,31,12,1887,60,O,27915,.,.,.,1
SWE,1,f,44,1,O,31,12,1887,60,O,26228,.,.,.,1
SWE,1,f,45,1,O,31,12,1887,60,O,26759,.,.,.,1
SWE,1,f,46,1,O,31,12,1887,60,O,25008,.,.,.,1
SWE,1,f,47,1,O,31,12,1887,60,O,25794,.,.,.,1
SWE,1,f,48,1,O,31,12,1887,60,O,23956,.,.,.,1
SWE,1,f,49,1,O,31,12,1887,60,O,22920,.,.,.,1
SWE,1,f,50,1,O,31,12,1887,60,O,23384,.,.,.,1
SWE,1,f,51,1,O,31,12,1887,60,O,24273,.,.,.,1
SWE,1,f,52,1,O,31,12,1887,60,O,24940,.,.,.,1
SWE,1,f,53,1,O,31,12,1887,60,O,25042,.,.,.,1
SWE,1,f,54,1,O,31,12,1887,60,O,24632,.,.,.,1
SWE,1,f,55,1,O,31,12,1887,60,O,21883,.,.,.,1
SWE,1,f,56,1,O,31,12,1887,60,O,20137,.,.,.,1
SWE,1,f,57,1,O,31,12,1887,60,O,21645,.,.,.,1
SWE,1,f,58,1,O,31,12,1887,60,O,22072,.,.,.,1
SWE,1,f,59,1,O,31,12,1887,60,O,20905,.,.,.,1
SWE,1,f,60,1,O,31,12,1887,60,O,18874,.,.,.,1
SWE,1,f,61,1,O,31,12,1887,60,O,21057,.,.,.,1
SWE,1,f,62,1,O,31,12,1887,60,O,21233,.,.,.,1
SWE,1,f,63,1,O,31,12,1887,60,O,19454,.,.,.,1
SWE,1,f,64,1,O,31,12,1887,60,O,19803,.,.,.,1
SWE,1,f,65,1,O,31,12,1887,60,O,18679,.,.,.,1
SWE,1,f,66,1,O,31,12,1887,60,O,17045,.,.,.,1
SWE,1,f,67,1,O,31,12,1887,60,O,15227,.,.,.,1
